Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
241	726	0	1.70774867	101324.212	101324.213	101324.211	101324.215	0.00162700926	0.00566253224	0	0	0	0	3
242	731	0	1.71483477	101324.212	101324.213	101324.211	101324.215	0.00167494061	0.00566253224	0	0	0	0	3
243	736	0	1.72192086	101324.212	101324.213	101324.211	101324.215	0.00172364069	0.00566253224	0	0	0	0	3
244	741	0	1.72900696	101324.212	101324.213	101324.211	101324.215	0.00177261718	0.00566253224	0	0	0	0	3
245	745	0	1.73609305	101324.212	101324.212	101324.211	101324.215	0.00182198026	0.00566253224	0	0	0	0	3
246	750	0	1.74317914	101324.212	101324.212	101324.211	101324.215	0.00187086719	0.00566253224	0	0	0	0	3
247	754	0	1.75026524	101324.212	101324.212	101324.211	101324.215	0.00191863402	0.00566253224	0	0	0	0	3
248	759	0	1.75735133	101324.212	101324.212	101324.211	101324.215	0.0019659445	0.00566253224	0	0	0	0	3
249	764	0	1.76443743	101324.212	101324.212	101324.211	101324.215	0.00201290344	0.00566253224	0	0	0	0	3
250	768	0	1.77152352	101324.212	101324.212	101324.211	101324.215	0.00205965126	0.00566253224	0	0	0	0	3
251	773	0	1.77860961	101324.212	101324.212	101324.211	101324.215	0.00210574771	0.00566253224	0	0	0	0	3
252	778	0	1.78569571	101324.212	101324.212	101324.211	101324.215	0.00215044622	0.00566253224	0	0	0	0	3
253	783	0	1.7927818	101324.212	101324.212	101324.211	101324.215	0.00219386809	0.00566253224	0	0	0	0	3
254	787	0	1.7998679	101324.212	101324.212	101324.211	101324.215	0.00223619737	0.00566253224	0	0	0	0	3
