Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
192	465	0	1.36053006	26.1503914	26.0388546	25.9433116	26.1503914	0.0934016177	1.74688506	0	100	0	0	3
193	472	0	1.36761616	26.125817	26.0392701	25.9433116	26.1503914	0.0833480193	1.74688506	0	100	0	0	3
194	478	0	1.37470225	26.1591357	26.0406739	25.9433116	26.1591357	0.0741247195	1.74688506	0	100	0	0	3
195	485	0	1.38178835	26.1361008	26.0414715	25.9433116	26.1591357	0.0641674884	1.74688506	0	100	0	0	3
196	491	0	1.38887444	26.1746475	26.0432254	25.9433116	26.1746475	0.0594548358	1.74688506	0	100	0	0	3
197	497	0	1.39596053	26.1512996	26.0443108	25.9433116	26.1746475	0.0594548358	1.74688506	0	100	0	0	3
198	504	0	1.40304663	26.1910002	26.0463136	25.9433116	26.1910002	0.0594548358	1.74688506	0	100	0	0	3
199	509	0	1.41013272	26.1690673	26.0477748	25.9433116	26.1910002	0.0594548358	1.74688506	0	100	0	0	3
200	516	0	1.41721882	26.2107854	26.0502626	25.9433116	26.2107854	0.0594548358	1.74688506	0	100	0	0	3
201	529	0	1.42430491	26.1929847	26.0523452	25.9433116	26.2107854	0.0594548358	1.74688506	0	100	0	0	3
202	536	0	1.431391	26.2359511	26.0555451	25.9433116	26.2359511	0.0594548358	1.74688506	0	100	0	0	3
203	542	0	1.4384771	26.214169	26.0582746	25.9433116	26.2359511	0.0594548358	1.74688506	0	100	0	0	3
204	547	0	1.44556319	26.2485458	26.0619253	25.9433116	26.2485458	0.0594548358	1.74688506	0	100	0	0	3
205	552	0	1.45264929	26.2205654	26.0648817	25.9433116	26.2485458	0.0594548358	1.74688506	0	100	0	0	3
206	557	0	1.45973538	26.2529877	26.068753	25.9433116	26.2529877	0.0632219476	1.74688506	0	100	0	0	3
207	562	0	1.46682148	26.2327173	26.0720845	25.9433116	26.2529877	0.0665534594	1.74688506	0	100	0	0	3
208	566	0	1.47390757	26.2769352	26.0765041	25.9433116	26.2769352	0.0709730942	1.74688506	0	100	0	0	3
209	572	0	1.48099366	26.2555597	26.0804116	25.9433116	26.2769352	0.074880551	1.74688506	0	100	0	0	3
210	577	0	1.48807976	26.2928743	26.085335	25.9499081	26.2928743	0.0787021755	1.74688506	0	100	0	0	3
211	582	0	1.49516585	26.2653207	26.0894841	25.9499081	26.2928743	0.0818321424	1.74688506	0	100	0	0	3
212	587	0	1.50225195	26.3002012	26.0944179	25.9580697	26.3002012	0.0841211264	1.74688506	0	100	0	0	3
213	591	0	1.50933804	26.2680717	26.0984773	25.9580697	26.3002012	0.0858143459	1.74688506	0	100	0	0	3
214	596	0	1.51642413	26.304807	26.1033609	25.9641238	26.304807	0.0868873078	1.74688506	0	100	0	0	3
215	601	0	1.52351023	26.2736656	26.1074161	25.9641238	26.304807	0.0875726103	1.74688506	0	100	0	0	3
216	607	0	1.53059632	26.3135673	26.1123378	25.9791215	26.3135673	0.0878723316	1.74688506	0	100	0	0	3
217	612	0	1.53768242	26.2833162	26.1163896	25.9791215	26.3135673	0.087903163	1.74688506	0	100	0	0	3
218	616	0	1.54476851	26.3187461	26.121173	26.0018442	26.3187461	0.0877344953	1.74688506	0	100	0	0	3
219	621	0	1.5518546	26.2868073	26.125042	26.0018442	26.3187461	0.0907969904	1.74688506	0	100	0	0	3
220	626	0	1.5589407	26.314141	26.1294406	26.0099581	26.3187461	0.0951955371	1.74688506	0	100	0	0	3
221	631	0	1.56602679	26.281251	26.1329275	26.0099581	26.3187461	0.0986824954	1.74688506	0	100	0	0	3
